CustomerID,Transactions,Total_Spending,Avg_Spending,Total_Quantity,First_Purchase,Last_Purchase,Products,Lifetime_Days
12346.0,2,154367.2,77183.6,148430,2011-01-18 10:01:00,2011-01-18 10:17:00,1,1
12347.0,7,4310.0,23.681318681318682,2458,2010-12-07 14:57:00,2011-12-07 15:52:00,103,366
12348.0,4,1797.24,57.97548387096774,2341,2010-12-16 19:09:00,2011-09-25 13:13:00,22,283
12349.0,1,1757.55,24.076027397260273,631,2011-11-21 09:51:00,2011-11-21 09:51:00,73,1
12350.0,1,334.4,19.670588235294115,197,2011-02-02 16:01:00,2011-02-02 16:01:00,17,1
12352.0,11,3466.67,36.491263157894736,602,2011-02-16 12:33:00,2011-11-03 14:37:00,59,261
12353.0,1,89.0,22.25,20,2011-05-19 17:47:00,2011-05-19 17:47:00,4,1
12354.0,1,1079.4,18.610344827586207,530,2011-04-21 13:11:00,2011-04-21 13:11:00,58,1
12355.0,1,459.4,35.33846153846154,240,2011-05-09 13:49:00,2011-05-09 13:49:00,13,1
12356.0,3,2811.43,47.65135593220339,1591,2011-01-18 09:50:00,2011-11-17 08:40:00,53,303
12357.0,1,6207.67,47.38679389312977,2708,2011-11-06 16:07:00,2011-11-06 16:07:00,131,1
12358.0,2,1168.06,61.47684210526315,248,2011-07-12 10:04:00,2011-12-08 10:26:00,13,150
12359.0,6,6499.63,25.589094488188977,1632,2011-01-12 12:43:00,2011-12-02 11:21:00,214,324
12360.0,3,2662.06,20.63612403100775,1165,2011-05-23 09:43:00,2011-10-18 15:22:00,105,149
12361.0,1,189.9,18.990000000000002,91,2011-02-25 13:51:00,2011-02-25 13:51:00,10,1
12362.0,13,5297.88,19.335328467153285,2246,2011-02-17 10:30:00,2011-12-06 15:40:00,201,293
12364.0,4,1313.1,15.448235294117646,1506,2011-08-19 15:24:00,2011-12-02 10:22:00,70,105
12365.0,3,962.0699999999999,41.829130434782606,175,2011-02-21 13:51:00,2011-02-21 14:04:00,22,1
12367.0,1,168.9,15.354545454545455,173,2011-12-05 16:48:00,2011-12-05 16:48:00,11,1
12370.0,4,3545.69,21.231676646706585,2353,2010-12-14 12:58:00,2011-10-19 14:51:00,143,310
12371.0,2,1887.96,29.96761904761905,591,2011-10-11 10:43:00,2011-10-26 10:16:00,63,15
12372.0,3,1298.04,24.962307692307693,794,2011-02-16 12:46:00,2011-09-29 12:12:00,34,225
12373.0,1,364.6,26.042857142857144,197,2011-02-01 13:10:00,2011-02-01 13:10:00,14,1
12374.0,1,742.9300000000001,22.513030303030305,342,2011-11-14 15:37:00,2011-11-14 15:37:00,33,1
12375.0,3,459.58000000000004,25.532222222222224,179,2011-09-02 14:23:00,2011-12-07 11:27:00,14,96
12377.0,2,1628.12,21.144415584415583,944,2010-12-20 09:37:00,2011-01-28 15:45:00,72,40
12378.0,1,4008.62,18.30420091324201,2529,2011-08-02 10:34:00,2011-08-02 10:34:00,219,1
12379.0,3,854.19,20.833902439024392,408,2011-06-22 16:32:00,2011-09-19 10:09:00,39,89
12380.0,5,2729.06,25.99104761904762,1128,2011-06-07 09:49:00,2011-11-18 11:27:00,77,165
12381.0,6,1886.66,20.732527472527472,833,2011-08-12 09:57:00,2011-12-05 12:44:00,70,116
12383.0,6,1861.81,18.6181,1535,2010-12-22 14:28:00,2011-06-08 08:02:00,84,168
12384.0,3,604.38,20.146,131,2011-08-10 11:23:00,2011-11-11 08:39:00,26,93
12386.0,2,401.9,40.19,354,2010-12-08 09:53:00,2011-01-06 12:37:00,10,30
12388.0,6,2780.66,27.8066,1462,2011-01-17 11:12:00,2011-11-24 12:30:00,57,312
12390.0,1,549.84,17.1825,353,2011-09-21 09:33:00,2011-09-21 09:33:00,32,1
12391.0,1,460.89,4.6089,300,2011-11-18 12:07:00,2011-11-18 12:07:00,92,1
12393.0,4,1582.6000000000001,24.728125000000002,816,2011-01-11 09:47:00,2011-09-28 15:41:00,47,261
12394.0,2,1272.48,47.12888888888889,819,2011-05-06 14:01:00,2011-10-07 08:08:00,26,154
12395.0,15,3038.98,19.11308176100629,2123,2010-12-03 16:35:00,2011-11-24 12:20:00,91,356
12397.0,2,2409.9,19.126190476190477,1263,2011-07-27 14:21:00,2011-11-04 09:52:00,110,100
12398.0,1,1635.6599999999999,19.24305882352941,1394,2011-10-25 10:27:00,2011-10-25 10:27:00,85,1
12399.0,4,1108.65,18.790677966101697,1178,2011-03-23 09:42:00,2011-08-12 13:15:00,47,143
12401.0,1,84.3,16.86,11,2011-02-09 13:50:00,2011-02-09 13:50:00,5,1
12402.0,1,225.6,20.509090909090908,94,2011-01-20 13:49:00,2011-01-20 13:49:00,11,1
12403.0,2,445.7,74.28333333333333,97,2011-10-21 10:51:00,2011-10-21 11:00:00,5,1
12405.0,1,1710.39,31.67388888888889,857,2011-07-14 08:52:00,2011-07-14 08:52:00,54,1
12406.0,3,3549.85,32.868981481481484,1827,2011-06-09 10:23:00,2011-11-17 19:22:00,92,162
12407.0,5,1708.1200000000001,22.183376623376624,1416,2011-03-20 13:21:00,2011-10-21 10:11:00,57,215
12408.0,9,2934.5299999999997,25.96929203539823,1419,2011-03-24 14:46:00,2011-11-07 12:30:00,81,228
12409.0,7,11088.41,97.26675438596492,5559,2011-06-10 12:19:00,2011-09-22 10:38:00,91,104
12410.0,3,705.5799999999999,25.19928571428571,213,2011-02-04 10:38:00,2011-02-11 15:47:00,26,8
12412.0,3,1226.88,20.112786885245903,829,2011-06-23 13:51:00,2011-09-26 10:16:00,43,95
12413.0,5,822.0500000000001,20.551250000000003,290,2011-01-06 16:12:00,2011-10-04 09:00:00,29,271
12414.0,3,562.41,31.244999999999997,300,2011-02-02 14:51:00,2011-05-06 14:51:00,16,94
12415.0,26,126912.65,163.12679948586117,78098,2011-01-06 11:12:00,2011-11-15 14:22:00,444,314
12417.0,12,3719.4,18.784848484848485,1565,2010-12-17 11:51:00,2011-12-06 14:52:00,158,355
12418.0,1,668.58,19.664117647058823,407,2011-08-19 11:08:00,2011-08-19 11:08:00,34,1
12420.0,1,600.39,20.70310344827586,345,2011-10-07 08:55:00,2011-10-07 08:55:00,29,1
12421.0,5,807.8100000000001,17.56108695652174,485,2011-01-24 15:09:00,2011-11-24 09:07:00,33,304
12422.0,3,803.5600000000001,20.604102564102565,370,2011-01-19 09:13:00,2011-09-05 09:48:00,39,230
12423.0,9,1869.51,14.837380952380952,1351,2010-12-21 10:54:00,2011-12-09 10:10:00,97,353
12424.0,2,1760.96,58.69866666666667,740,2011-06-30 12:06:00,2011-06-30 12:06:00,30,1
12425.0,1,777.2,21.58888888888889,496,2011-09-22 17:31:00,2011-09-22 17:31:00,36,1
12426.0,1,582.73,19.424333333333333,258,2011-05-29 12:26:00,2011-05-29 12:26:00,30,1
12427.0,5,943.23,26.949428571428573,830,2010-12-03 10:44:00,2011-11-28 10:48:00,26,361
12428.0,12,8035.72,26.785733333333333,3569,2011-03-01 09:33:00,2011-11-14 08:22:00,258,258
12429.0,4,3750.4,38.66391752577319,1557,2010-12-09 12:05:00,2011-11-30 17:22:00,82,357
12430.0,1,256.4,23.30909090909091,117,2011-10-27 15:09:00,2011-10-27 15:09:00,11,1
12431.0,18,6583.47,27.431125,2968,2010-12-01 10:03:00,2011-11-04 11:55:00,163,339
12432.0,5,5059.32,46.845555555555556,1801,2011-06-20 13:27:00,2011-10-28 11:43:00,107,130
12433.0,7,13375.87,31.847309523809525,11071,2010-12-01 13:24:00,2011-12-09 10:02:00,219,373
12434.0,4,847.09,15.686851851851852,415,2010-12-14 11:12:00,2011-09-16 12:38:00,49,277
12435.0,2,7829.89,217.49694444444447,2055,2011-03-17 07:40:00,2011-09-21 09:06:00,31,189
12436.0,1,509.01,31.813125,211,2011-09-01 12:09:00,2011-09-01 12:09:00,16,1
12437.0,19,9167.220000000001,45.60805970149254,2928,2011-01-12 14:13:00,2011-12-08 11:35:00,119,330
12438.0,2,2906.85,29.66173469387755,1180,2011-07-22 13:29:00,2011-11-25 13:28:00,84,126
12441.0,1,173.55,15.77727272727273,121,2010-12-08 10:45:00,2010-12-08 10:45:00,11,1
12442.0,1,172.06,14.338333333333333,182,2011-12-06 14:22:00,2011-12-06 14:22:00,12,1
12444.0,5,5025.36,28.39186440677966,1155,2011-06-21 14:00:00,2011-11-18 13:23:00,138,150
12445.0,1,133.4,33.35,62,2011-11-17 18:43:00,2011-11-17 18:43:00,4,1
12446.0,1,1003.5600000000001,17.302758620689655,352,2011-10-13 12:50:00,2011-10-13 12:50:00,58,1
12447.0,1,476.49,18.326538461538462,190,2011-04-10 13:25:00,2011-04-10 13:25:00,26,1
12448.0,1,449.45,20.429545454545455,243,2011-10-26 13:46:00,2011-10-26 13:46:00,22,1
12449.0,4,4067.29,21.294712041884818,1553,2011-06-05 15:37:00,2011-11-17 13:46:00,118,165
12450.0,2,197.88,24.735,128,2011-06-19 14:36:00,2011-07-06 14:41:00,7,18
12451.0,6,9137.52,25.73949295774648,6695,2011-01-19 09:05:00,2011-11-29 08:40:00,265,314
12452.0,3,432.57,18.807391304347824,187,2011-11-23 08:05:00,2011-11-23 10:28:00,21,1
12453.0,1,707.09,16.443953488372095,473,2011-07-28 14:08:00,2011-07-28 14:08:00,43,1
12454.0,2,7056.679999999999,235.22266666666664,2012,2011-10-14 17:13:00,2011-10-17 15:07:00,15,3
12455.0,6,2466.86,27.409555555555556,2089,2011-02-16 09:56:00,2011-09-27 15:31:00,85,224
12456.0,4,3208.19,24.86968992248062,1650,2011-03-30 09:12:00,2011-10-26 14:41:00,105,211
12457.0,12,2816.33,41.41661764705882,993,2011-04-14 18:57:00,2011-10-12 13:46:00,53,181
12458.0,2,947.4,24.931578947368422,506,2011-02-28 10:55:00,2011-09-29 15:25:00,35,214
12461.0,2,826.88,23.62514285714286,287,2011-07-08 10:23:00,2011-09-06 16:57:00,35,61
12462.0,4,1255.17,17.432916666666667,558,2011-02-09 14:44:00,2011-12-07 14:02:00,51,301
12463.0,7,1385.93,15.749204545454546,795,2011-04-12 12:47:00,2011-10-24 13:43:00,66,196
12464.0,8,1212.05,41.79482758620689,112,2011-02-03 13:30:00,2011-11-29 13:33:00,6,300
12465.0,3,750.49,14.71549019607843,483,2011-06-23 13:37:00,2011-12-02 11:34:00,46,162
12468.0,3,735.0400000000001,18.376,368,2011-01-27 13:29:00,2011-07-19 13:42:00,36,174
12471.0,49,20907.18,39.37322033898305,8459,2010-12-02 10:37:00,2011-12-07 15:43:00,152,371
12472.0,13,6914.74,17.684757033248083,4276,2010-12-01 14:33:00,2011-11-09 11:33:00,226,343
12473.0,9,5028.87,28.094245810055867,2515,2011-06-01 10:15:00,2011-11-10 13:48:00,140,163
12474.0,30,7635.11,16.70702407002188,4930,2010-12-06 12:00:00,2011-11-22 14:39:00,253,352
12475.0,1,723.38,20.093888888888888,535,2011-10-17 10:10:00,2011-10-17 10:10:00,36,1
12476.0,20,7086.26,26.84189393939394,2479,2010-12-13 14:37:00,2011-12-08 14:08:00,177,360
12477.0,9,13322.47,43.25477272727272,3686,2011-02-01 11:09:00,2011-11-17 09:51:00,192,289
12478.0,1,680.99,18.91638888888889,236,2011-12-06 09:56:00,2011-12-06 09:56:00,36,1
12479.0,3,577.1,16.48857142857143,419,2011-11-28 13:26:00,2011-12-06 09:25:00,31,8
12480.0,4,3281.63,21.309285714285714,1707,2011-01-07 15:27:00,2011-11-11 14:52:00,129,308
12481.0,11,5601.78,25.69623853211009,3318,2010-12-09 10:13:00,2011-11-17 08:29:00,150,343
12483.0,13,2642.83,32.62753086419753,1123,2011-01-04 14:20:00,2011-11-22 17:03:00,46,323
12484.0,8,4588.17,13.109057142857143,2197,2011-01-07 14:04:00,2011-11-07 11:37:00,256,304
12488.0,3,1298.66,23.612000000000002,529,2011-09-25 10:34:00,2011-11-30 08:50:00,46,66
12489.0,1,334.93,22.328666666666667,105,2011-01-07 13:13:00,2011-01-07 13:13:00,15,1
12490.0,10,5417.93,22.114,3064,2011-01-14 09:13:00,2011-12-04 16:07:00,131,325
12491.0,1,460.40000000000003,17.70769230769231,260,2011-11-01 12:18:00,2011-11-01 12:18:00,25,1
12492.0,2,263.21000000000004,13.160500000000003,192,2011-08-26 14:51:00,2011-10-07 15:15:00,19,43
12493.0,3,450.69,19.59521739130435,208,2011-05-26 14:53:00,2011-06-27 10:17:00,20,32
12494.0,13,1352.8500000000001,16.105357142857144,724,2010-12-09 11:31:00,2011-11-30 09:21:00,63,356
12497.0,1,1043.1,74.50714285714285,1236,2011-09-19 12:29:00,2011-09-19 12:29:00,14,1
12498.0,3,403.70000000000005,17.55217391304348,159,2011-10-13 09:30:00,2011-11-18 12:53:00,21,37
12500.0,13,4309.37,66.298,2685,2011-01-10 09:48:00,2011-11-16 16:20:00,34,311
12501.0,2,2249.1,14.056875,1844,2011-01-07 12:28:00,2011-01-28 13:54:00,149,22
12502.0,5,3723.87,25.332448979591835,820,2011-02-03 10:41:00,2011-09-05 11:52:00,102,215
12503.0,1,1126.0,1126.0,1,2011-01-06 11:51:00,2011-01-06 11:51:00,1,1
12504.0,4,850.0999999999999,56.673333333333325,129,2011-11-09 14:56:00,2011-11-21 16:02:00,6,13
12505.0,1,4.5,4.5,1,2011-02-11 13:39:00,2011-02-11 13:39:00,1,1
12506.0,1,73.5,3.1956521739130435,23,2011-04-21 08:54:00,2011-04-21 08:54:00,23,1
12507.0,4,1398.31,60.796086956521734,916,2011-02-14 09:24:00,2011-07-28 17:09:00,19,165
12508.0,2,398.27,5.772028985507246,272,2011-11-10 16:27:00,2011-11-13 15:37:00,57,3
12509.0,1,176.5,25.214285714285715,55,2011-02-28 14:45:00,2011-02-28 14:45:00,7,1
12510.0,2,982.5699999999999,29.774848484848484,353,2011-01-18 14:04:00,2011-07-20 10:15:00,29,183
12512.0,2,138.03,4.059705882352941,99,2011-10-04 14:53:00,2011-10-04 14:55:00,31,1
12513.0,2,637.79,17.716388888888886,468,2011-08-19 10:51:00,2011-09-16 12:45:00,35,29
12514.0,1,1017.68,19.954509803921567,440,2011-03-17 16:38:00,2011-03-17 16:38:00,51,1
12515.0,1,383.7,23.98125,131,2010-12-21 15:43:00,2010-12-21 15:43:00,16,1
12516.0,2,1312.06,50.46384615384615,875,2011-06-12 11:37:00,2011-09-23 09:13:00,20,103
12517.0,6,2540.79,8.883881118881119,1394,2011-06-02 15:13:00,2011-11-11 14:04:00,232,162
12518.0,5,2056.89,16.58782258064516,1318,2011-08-21 13:18:00,2011-12-09 10:13:00,84,110
12519.0,1,340.84,18.935555555555553,183,2011-10-07 09:26:00,2011-10-07 09:26:00,17,1
12520.0,6,2686.01,17.329096774193548,1448,2011-03-11 11:35:00,2011-09-21 15:23:00,121,195
12521.0,1,599.68,15.781052631578946,309,2011-07-20 10:51:00,2011-07-20 10:51:00,38,1
12522.0,2,192.72,16.06,194,2011-10-19 14:41:00,2011-10-31 15:30:00,11,13
12523.0,13,1833.97,16.672454545454546,869,2011-01-12 09:43:00,2011-12-08 11:46:00,84,331
12524.0,8,4485.72,31.150833333333335,3699,2011-01-10 10:35:00,2011-11-30 15:31:00,113,325
12526.0,3,1316.66,18.54450704225352,632,2011-09-06 14:19:00,2011-12-09 12:09:00,64,94
12527.0,3,348.71000000000004,19.37277777777778,234,2011-01-18 12:05:00,2011-09-19 11:55:00,18,244
12528.0,8,1944.68,20.470315789473684,762,2011-01-31 09:05:00,2011-11-30 14:40:00,50,304
12530.0,5,1700.93,25.013676470588237,926,2011-01-07 10:04:00,2011-10-11 12:34:00,51,278
12531.0,1,125.22,7.365882352941177,45,2011-11-25 11:12:00,2011-11-25 11:12:00,17,1
12532.0,1,349.83000000000004,21.864375000000003,153,2011-11-09 13:47:00,2011-11-09 13:47:00,16,1
12534.0,1,1089.18,17.28857142857143,651,2011-08-01 10:26:00,2011-08-01 10:26:00,63,1
12535.0,2,716.35,21.069117647058825,219,2011-06-06 12:47:00,2011-09-09 08:48:00,28,95
12536.0,5,21096.84,77.2778021978022,2954,2011-10-11 14:52:00,2011-12-02 12:43:00,260,52
12538.0,1,363.95,17.33095238095238,191,2011-11-10 17:16:00,2011-11-10 17:16:00,21,1
12539.0,5,7284.2,26.584671532846716,2068,2011-01-10 09:11:00,2011-11-17 13:30:00,158,312
12540.0,19,13491.44,28.04873180873181,6693,2010-12-13 09:39:00,2011-11-20 11:31:00,278,343
12541.0,3,981.18,18.868846153846153,680,2011-03-04 09:32:00,2011-11-10 10:40:00,46,252
12544.0,2,389.7,19.485,140,2011-11-03 16:15:00,2011-11-10 11:12:00,19,7
12545.0,2,1000.39,20.0078,523,2011-03-25 12:04:00,2011-09-25 13:39:00,42,185
12546.0,3,1181.5,16.87857142857143,649,2011-09-23 09:44:00,2011-10-24 12:09:00,59,32
12547.0,2,207.79999999999998,25.974999999999998,134,2011-03-04 12:46:00,2011-05-26 12:38:00,7,83
12548.0,1,95.19999999999999,19.04,49,2011-06-26 15:35:00,2011-06-26 15:35:00,5,1
12550.0,1,964.83,16.92684210526316,569,2011-09-21 14:35:00,2011-09-21 14:35:00,57,1
12551.0,1,168.0,16.8,100,2010-12-17 11:23:00,2010-12-17 11:23:00,10,1
12552.0,2,437.82,21.891,88,2011-10-31 12:11:00,2011-11-01 10:02:00,20,1
12553.0,14,3732.31,19.042397959183674,2006,2011-01-14 10:42:00,2011-12-01 16:38:00,95,322
12556.0,2,603.71,4.989338842975207,358,2011-07-11 13:35:00,2011-10-20 13:06:00,100,101
12557.0,5,11990.960000000001,363.36242424242425,4384,2010-12-03 12:20:00,2011-11-23 16:59:00,15,356
12558.0,2,539.92,24.54181818181818,392,2011-12-02 10:41:00,2011-12-08 10:14:00,11,6
12559.0,3,587.21,26.691363636363636,285,2011-01-24 10:12:00,2011-02-02 09:49:00,21,9
12560.0,4,2166.63,19.51918918918919,1142,2011-07-19 15:55:00,2011-12-04 13:54:00,92,138
12561.0,1,238.85,14.928125,177,2011-02-10 11:39:00,2011-02-10 11:39:00,16,1
